"Model number","sSpec number","Cores","Frequency","Turbo","L2 cache","L3 cache","TDP","Socket","I/O bus","Memory","Release date","Part number(s)","Release price (USD)"
"Xeon E3-1105C","SR0NS (D2)","4","1 GHz","N/A","4 × 256 KiB","6 MiB","25 W","BGA 1284","DMI 2.0","2 × DDR3-1600","May 2012","AV8062701048800","$333"
"Xeon E3-1125C","SR0NU (D2)","4","2 GHz","N/A","4 × 256 KiB","8 MiB","40 W","BGA 1284","DMI 2.0","2 × DDR3-1600","May 2012","AV8062701146600","$444"
